α,β,I,O,z,R,minAdv,avgAdv,ratio
55,1,50.9467591384987,51.5532408615013,-77.7063021821376,121.333876081238,0.607031917126832,2.44474416889161,0.248300793535401
58,2,52.1141057429686,53.3858942570314,-75.9830490893378,117.539361776848,0.581362692052655,2.34703788431675,0.247700599950859
65,18,47.9890195690183,64.5109804309817,-87.7876315718505,137.111728980493,0.765116899117556,3.09902457340615,0.246889587673263
63,12,49.9106388150437,60.5893611849563,-81.9415700019584,126.917460002318,0.670032258333174,2.71784435919089,0.246530768425843
62,8,51.3660483014185,58.1339516985815,-78.484909660975,120.979186287116,0.617430360906039,2.50803470686234,0.246180947662591
61,5,52.3087083259068,56.1912916740933,-76.3778467681496,117.502092321428,0.58553216794553,2.38025077660808,0.245995999119022
62,7,51.8717998676136,57.6282001323864,-77.4706152642128,119.18218150366,0.602821013058599,2.45088365522424,0.245960681068496
62,15,47.8194173840344,61.6805826159656,-87.9146681603675,138.159041341375,0.750606177053661,3.05185671629669,0.245950661132117
63,11,50.418385248965,60.081614751035,-80.7528487525644,124.776029192388,0.649583198207963,2.65014681772531,0.245112155244862
63,10,50.9258786306919,59.5741213693081,-79.6383682310669,122.780971810481,0.632322190376478,2.58660878714619,0.244459925102984
56,1,51.4983645487454,52.0016354512546,-76.7392255035672,119.366310917943,0.583783096850444,2.39131371222131,0.244126520860437
61,4,52.8129560132746,55.6870439867254,-75.4402405300173,115.85659480198,0.56766289258717,2.32832773256529,0.243807125881602
60,3,52.7449356062787,54.7550643937214,-75.3010536540265,115.855426143323,0.564177286649862,2.31527246665409,0.243676411642895
64,15,48.9542104680977,62.5457895319023,-84.622429328827,131.533347320964,0.703567914853127,2.88946621655309,0.243494078879534
57,1,52.0548942188949,52.4451057811051,-75.8410062031853,117.532484191298,0.569234494005452,2.34278728765431,0.242973187111405
59,2,52.6791105297923,53.8208894702077,-75.1580644321733,115.846843455153,0.559530564429244,2.30511588317327,0.242734245385955
62,5,52.8825913162054,56.6174086837946,-75.5769678874604,115.852533032009,0.568785502928919,2.34371572121944,0.24268536400523
62,6,52.3773150950361,57.1226849049639,-76.5034861252058,117.477643109971,0.580621794050794,2.39620891199022,0.24230850287947
60,2,53.2481031794486,54.2518968205514,-74.3870064993165,114.257230008282,0.547308804103592,2.26652146216601,0.241475235615265
61,3,53.3169901846337,55.1830098153663,-74.5373158409312,114.278756353376,0.550035970125635,2.27857221511853,0.241395013278972
64,14,49.4639483203597,62.0360516796403,-83.2573762277736,129.042220470113,0.678117884074631,2.81008359864117,0.24131591117166
63,8,51.9400915872108,58.5599084127893,-77.5827546636724,119.131532538781,0.59457525476665,2.46901845622942,0.240814422940629
66,20,47.5277063273287,65.9722936726713,-89.6646831020161,140.352118282367,0.779430859745986,3.23988208489422,0.240573835504706
63,9,51.4331152646003,59.0668847353997,-78.5852073772115,120.906522447309,0.606980171289952,2.52641110514033,0.240253919900434
62,4,53.3876259734892,56.1123740265108,-74.6855073362742,114.295813598415,0.549483405899511,2.29320905493378,0.239613307263597
58,1,52.616048693671,52.883951306329,-75.0098807505886,115.828568757021,0.550348143418808,2.29835534403638,0.239453026637859
65,16,49.0126342304229,63.4873657695771,-84.6474165828044,131.313710277582,0.695256183549794,2.90942698809272,0.238966705951116
63,6,52.9532496985495,57.5467503014505,-75.7125321993672,115.845335697916,0.564214073456884,2.36111373436296,0.238960989149094
65,17,48.5009665922218,63.9990334077782,-86.1271911469099,134.033293220891,0.715903447135029,2.99730949945807,0.238848689888204
64,13,49.9734173942713,61.5265826057287,-81.9996850377915,126.763529150644,0.652812653758921,2.73750290494473,0.238470122745715
63,7,52.4468041660466,58.0531958339534,-76.6283806002164,117.450815486858,0.573957060016544,2.41399741374265,0.237762085720997
64,11,50.9915301278824,60.5084698721176,-79.72598093003,122.682961203302,0.619696053417728,2.60655263355006,0.237745459439933
64,12,50.4826128807194,61.0173871192806,-80.827617365017,124.653877949712,0.634777935179852,2.67003547435519,0.237741386313659
61,2,53.8208089015458,54.6791910984542,-73.6702820830068,112.771063049056,0.529733966885586,2.23080016291214,0.237463657970178
65,15,49.5240163354846,62.9759836645154,-83.3024842830991,128.861419609529,0.671174673311152,2.83070736709023,0.237104930419237
62,3,53.8924166183253,55.6075833816747,-73.8288131754941,112.806969191479,0.531220544961556,2.2445799175881,0.236668135894389
63,5,53.4594250110448,57.0405749889552,-74.8324708819,114.309684495668,0.546523443317131,2.31007858768056,0.236582186524602
62,2,54.3969609104731,55.1030390895269,-73.0000935413677,111.372481367872,0.519334887417751,2.19768417772498,0.236310063421107
66,19,48.0417764988236,65.4582235011764,-87.7712326287908,136.808968892028,0.736636853754613,3.11775429436955,0.236271618672751
63,3,54.4709529198381,56.0290470801619,-73.1663527944866,111.421419457246,0.522239223350022,2.21303256423641,0.235983524051855
64,9,52.008512074015,59.491487925985,-77.6965274060798,119.082686258924,0.585333752703433,2.48875392744407,0.235191493320743
64,7,53.0243291053098,58.4756708946902,-75.8481858921017,115.837013303077,0.55814647079295,2.38026717859527,0.234489000147599
63,4,53.9653270577526,56.5346729422474,-73.9855536622194,112.838642589065,0.529936264711194,2.26071512813866,0.234410898620169
64,10,51.5001646396303,59.9998353603697,-78.6869363671736,120.835176719341,0.595924277758388,2.54626788900515,0.23403832736202
63,2,54.976299804496,55.523700195504,-72.3726281007699,110.053598094375,0.506931746680711,2.16687241699797,0.233946282533341
65,14,50.0351069461031,62.4648930538969,-82.0625043842053,126.616725376891,0.644537637128675,2.75851094941881,0.23365418841802
66,18,48.5555555976042,64.9444444023958,-86.1384844660999,133.784635452206,0.704680627439037,3.0176296878743,0.23352124028692
64,4,54.5458017357641,56.954198264236,-73.3316353557592,111.467339412391,0.52074729333092,2.23060357811049,0.233455777817786
64,6,53.5317907767246,57.9682092232754,-74.9792172046798,114.321896938669,0.541811295271353,2.32879368973798,0.232657490295894
64,8,52.5165682418413,58.9834317581587,-76.7538040805427,117.423662066349,0.566072012605834,2.43349965211586,0.232616434571359
64,3,55.0523439876428,56.4476560123572,-72.5468335562131,110.115648724168,0.50694514836878,2.18370067712535,0.232149558627297
66,17,49.0690360991862,64.4309639008138,-84.6806952428252,131.107720727783,0.677925550319715,2.93071351872308,0.231317577098115
64,5,54.0389495172576,57.4610504827424,-74.1416900531662,112.867963464813,0.526618328054144,2.27895227318768,0.23107913853656
65,12,51.056390759717,61.443609240283,-79.8184231146741,122.592491418321,0.606853184120328,2.62786013393653,0.230930549264531
64,2,55.558572973735,55.941427026265,-71.7874669964241,108.813317584243,0.493673613693801,2.13811692795552,0.230891775486691
65,11,51.5665729548698,60.9334270451302,-78.7914089917494,120.767281348123,0.592475455656626,2.56759941434075,0.230750736406733
67,21,47.575522235296,66.924477764704,-89.6253747344603,140.001134336363,0.751519662568799,3.25765937125525,0.230693137901407
65,13,50.5459002855776,61.9540997144224,-80.9063355742863,124.537426217031,0.62000839647901,2.69122025072345,0.230381885805274
65,5,54.6209114020572,57.8790885979428,-73.4970748381987,111.512019114484,0.517519924110005,2.25012139580919,0.22999644600237
65,8,53.0952183996521,59.4047816003479,-75.9851872773825,115.829591591994,0.551029560386868,2.40103289869989,0.229496880565543
65,10,52.0764416360659,60.4235583639341,-77.8136114319635,119.038506600751,0.57546338739096,2.5099551519973,0.229272378406058
65,4,55.1287988602518,57.3712011397482,-72.7217124009498,110.177572033828,0.504961934866437,2.20260332460199,0.229256865830657
66,16,49.5822106976506,63.9177893023494,-83.3547076111315,128.691996606959,0.653178266992974,2.85256897194823,0.22897895665845
65,9,52.5859917452578,59.9140082547422,-76.8809878665579,117.398154038937,0.562011021235802,2.45450644772046,0.228971091828971
65,6,54.1126826796842,58.3873173203158,-74.2983701621632,112.896737604333,0.526075466784286,2.29897846047789,0.228830098162351
65,3,55.6363410252288,56.8636589747713,-71.9706064505062,108.89010478401,0.493000726756787,2.15635369101943,0.228627023855125
65,7,53.6041168901208,58.8958831098792,-75.1269103902498,114.334288743902,0.535844922714279,2.34924260788591,0.228092629052257
65,2,56.1435340345926,56.3564659654074,-71.2404465757356,107.64305627166,0.481488424669498,2.11127227593596,0.228056054236797
66,15,50.0950723027551,63.4049276972449,-82.131460762605,126.479425279086,0.634013267262661,2.78077528275128,0.227998742363451
68,22,47.6196207596496,67.8803792403504,-89.6046889803698,139.683253903288,0.745052438205562,3.27729289343129,0.227337763951119
67,19,48.6073401880363,65.8926598119637,-86.1611612499848,133.555243539474,0.689017598933957,3.03931136443299,0.226701879576099
66,2,56.7309422883324,56.7690577116676,-70.7287267596043,106.536878269413,0.472293548759135,2.08617037598559,0.226392606373774
66,7,54.1859157268298,59.3140842731702,-74.4567049427179,112.926699716047,0.525307847482523,2.32063415421665,0.226363921485869
67,20,48.0915847040951,66.4084152959049,-87.7695276266332,136.532012790463,0.710181243375153,3.13800639356892,0.226316060040735
59,1,53.1815383904361,53.3184616095639,-74.2325263681778,114.22762945271,0.510856242500407,2.25756182040153,0.226286712454034
66,6,54.6956756968538,58.8043243031462,-73.6637681540835,111.557165437166,0.513023118224391,2.27138891472297,0.225863177767143
66,12,51.6317114349937,61.8682885650063,-78.899890752352,120.704878966696,0.584398642532,2.59022513710946,0.225616929648113
66,10,52.6544520394408,60.8455479605593,-77.011121880706,117.376183316316,0.558817912052263,2.47698630113391,0.225603957436684
66,5,55.2050631092043,58.2949368907957,-72.8976204811652,110.239593006607,0.501503059392284,2.22336580464176,0.225560300669051
66,4,55.7140730972219,57.7859269027781,-72.154361903685,108.966243356945,0.490625356623763,2.17650909972798,0.225418472491147
66,3,56.2227009854951,57.2772990145049,-71.43190050244,107.732992113107,0.480255069075242,2.1308087036258,0.225386290312236
50,0,48.7739234124162,48.7260765875837,-82.4203543418084,131.147473776594,0.625547457168883,2.77558557921643,0.225374948570485
67,3,56.8111860382008,57.6888139617992,-70.9286871078029,106.639999227876,0.474133362981822,2.10694573863153,0.225033494830186
66,14,50.6076140372296,62.8923859627704,-80.9903639069367,124.428906329863,0.609765037239842,2.71374029966738,0.224695427677653
66,9,53.1652985461283,60.3347014538717,-76.1261568378092,115.827823835636,0.543207952178839,2.4232831427665,0.224161981979
66,13,51.1198292342385,62.3801707657615,-79.916244203745,122.510172735606,0.594024527915028,2.65047346116907,0.224120156876807
68,3,57.4015630583032,58.0984369416968,-70.4592017728992,105.607340865949,0.466005075119439,2.08464952433088,0.223541209052401
66,11,52.143254386503,61.356745613497,-77.9341518367548,118.998795595114,0.565247227395501,2.53253418173288,0.223194313218995
66,8,53.6757882586121,59.8242117413879,-75.2766773253531,114.348626237011,0.52900667541523,2.37119990505122,0.223096616311565
67,18,49.1227798223178,65.3772201776822,-84.7262687833529,130.922902399422,0.658509616127902,2.95325210900384,0.222977785784101
68,4,56.8904973874252,58.6095026125748,-71.1305597023972,106.744255216487,0.474023602404726,2.1295307616795,0.222595329888955
67,4,56.301384380378,58.198615619622,-71.6246361125763,107.823205933268,0.478665748401445,2.15220745128046,0.222406881881512
67,5,55.7911624004848,58.7088375995152,-72.3397496897846,109.04328105387,0.486994413328831,2.19846468863214,0.22151568585431
67,8,54.2580294836532,60.2419705163468,-74.6177700135274,112.959516145751,0.519078294054032,2.34379254940475,0.221469384816443
49,0,48.2587634342509,48.2412365657491,-84.0014321111415,134.330836334846,0.640699267387534,2.89501457225421,0.221311240892529
67,6,55.2805254856026,59.2194745143974,-73.0755264860559,110.303164107845,0.496968961941177,2.2457875557088,0.22128939163363
67,7,54.7694792393413,59.7305207606587,-73.8336337882098,111.606130443892,0.507616900045506,2.29419139680182,0.221261792173548
67,17,49.6378949930509,64.8621050069491,-83.4181177319195,128.541610905106,0.635965828081251,2.87570773210574,0.221151065172942
69,3,57.9936031331256,58.5063968668744,-70.021863058823,104.631594584302,0.456145985165088,2.06376880468746,0.22102571961018
67,15,50.6671187223943,63.8328812776057,-81.0810092362065,124.330447867288,0.604973442180733,2.73746775955506,0.220997467483988
68,21,48.1378149128748,67.3621850871252,-87.7828554408682,136.28106261975,0.697747272747952,3.15982159023395,0.2208185661192
67,16,50.1526773338085,64.3473226661915,-82.2083938192009,126.354824239077,0.61866861218843,2.80427301973223,0.220616397845422
68,5,56.3789718200963,59.1210281799036,-71.819629620033,107.915166161992,0.479199797489048,2.17529145744369,0.22029222605976
67,11,52.7213206944083,61.7786793055917,-77.1453557349812,117.359564367144,0.549705928598747,2.50077083388972,0.219814595223717
67,2,57.3205622016353,57.1794377983647,-70.2505495040065,105.491010992807,0.453377914453321,2.06265754851103,0.219802804775132
69,4,57.4811810360985,59.0188189639015,-70.670365736054,105.725600183844,0.463114338931862,2.1083279617325,0.219659534634878
67,13,51.6949473574201,62.8050526425799,-79.0136011704711,120.649924080623,0.573133298297376,2.61417356395186,0.219240721503956
70,3,58.5870810864015,58.9129189135985,-69.6160584542436,103.711271213408,0.447042933607422,2.04420869166878,0.218687522183697
67,10,53.2339438347995,61.2660561652005,-76.2707472753259,115.83053061685,0.534949534481971,2.44692731070913,0.21862093415719
67,9,53.7461822607024,60.7538177392976,-75.4296089711144,114.366606475428,0.523409079177974,2.39465506056136,0.218573893083071
69,5,56.9682581796769,59.5317418203231,-71.3352836935196,106.851040549641,0.470415488167558,2.15372219475415,0.21841976152419
68,20,48.6556887951696,66.8443112048304,-86.1993571852081,133.352912052295,0.668353358243477,3.06235305027686,0.218248303598781
69,23,47.6593839888935,68.8406160111065,-89.6064420445004,139.405641410234,0.718667796366174,3.29878137443155,0.217858571027617
67,14,51.1812112778129,63.3187887221871,-80.0199166783401,122.436465743049,0.581388406770068,2.67433597025153,0.217395425719599
69,6,56.4548415842114,60.0451584157886,-72.0178287507643,108.010284734049,0.478129852617312,2.19996349288449,0.217335357683781
68,6,55.8669925238421,59.6330074761579,-72.5277558469409,109.122706193457,0.482466670868046,2.22200633882926,0.217131095639561
67,12,52.2083195542365,62.2916804457635,-78.0593204181991,118.965412174936,0.554905031946774,2.55642065708208,0.217063271809166
70,4,58.0732079978705,59.4267920021295,-70.243153437341,104.76517757996,0.453089225737456,2.08855847030192,0.216938731752125
68,7,55.354565910072,60.145434089928,-73.2564273099434,110.369795620531,0.491670538316073,2.26974028314405,0.216619734851341
71,3,59.1817750173356,59.3182249826644,-69.2398271804891,102.842179165635,0.438623184026204,2.02594289834208,0.216503231352251
68,8,54.841698636147,60.658301363853,-74.0073006122203,111.659688640498,0.501581968603571,2.31849967949657,0.216339028656878
68,9,54.3283976075038,61.1716023924962,-74.7826069558354,112.99678710772,0.512319832801235,2.36836210009894,0.216318202685237
69,22,48.1798450926925,68.3201549073074,-87.8127958650603,136.058808372687,0.686637900178578,3.1831144287046,0.215712603350553
68,10,53.8146699798452,61.6853300201548,-75.5867614639442,114.389859098978,0.521702786045619,2.41943802497893,0.215629737426386
70,5,57.5587920618386,59.9412079381614,-70.885272750102,105.847766741609,0.459430310424675,2.13363356188442,0.215327654491387
68,19,49.1732320361469,66.3267679638531,-84.7839747678685,130.75845271696,0.640232706305526,2.97706793577674,0.215054785485936
69,7,55.9409385434623,60.5590614565377,-72.7193374951942,109.205949986986,0.482200877442019,2.24708121983479,0.214589874716443
72,3,59.7774658529046,59.7225341470954,-68.8917000414578,102.02110281327,0.430822413473161,2.00883435002264,0.21446388223514
71,4,58.6663542273948,59.8336457726052,-69.8473239524389,103.859522129491,0.443857632205872,2.07008420133868,0.214415255147032
68,16,50.7237784784763,64.7762215215237,-81.1795257474609,124.244079306653,0.591715275785155,2.76244303183605,0.21419999216848
48,0,47.7509908534965,47.7490091465035,-85.8239664009155,137.995777405006,0.652178036796505,3.04681471761368,0.214052411203824
68,12,52.7859648153148,62.7140351846852,-77.2851951558435,117.350826740439,0.540480146147365,2.52588860329208,0.21397624006179
70,6,57.0438412276155,60.4561587723846,-71.5437715200543,106.961695876804,0.466135150686679,2.17945738893084,0.213876698417741
68,18,49.6904345517737,65.8095654482263,-83.4917475664874,128.407849834161,0.619628235505554,2.90002449727551,0.213663103910907
68,17,50.2072865403044,65.2927134596956,-82.2963079320324,126.248451773285,0.603973366361895,2.82897866981341,0.213495199807121
68,11,53.3005231614077,62.1994768385923,-76.420031089874,115.839374648853,0.526463967101415,2.4718938782418,0.21298000360593
68,14,51.7556454819199,63.7443545180801,-79.1355002821539,120.607855755426,0.562026110192259,2.63931080011885,0.212944269453583
70,7,56.5283637497136,60.9716362502864,-72.2201540531481,108.109919234897,0.473278227723684,2.22607773104838,0.212606334955246
68,13,52.27100286203,63.22899713797,-78.1902482135804,118.940136935644,0.548733564648506,2.58158017592648,0.212557242949689
73,3,60.3739369116989,60.1260630883011,-68.5706912611008,101.245784811488,0.423583542753225,1.99283099163759,0.212553670898679
